gene,location,generation,valid,uniqID,size,jumpRate,jumpH1,copyRate,copyH1,copyDir
,0,0,TRUE,IUIZ,500,0.1,charlesworth,0.01,charlesworth,both
,0,0,TRUE,UUWR,1000,0.1,charlesworth,0.01,charlesworth,both
,0,0,TRUE,XWDE,1500,0.1,charlesworth,0.01,charlesworth,both
,0,0,TRUE,ZKSV,2000,0.1,charlesworth,0.01,charlesworth,both
,0,0,TRUE,FJPJ,500,0.01,charlesworth,0.01,charlesworth,both
,0,0,TRUE,WGTD,1000,0.01,charlesworth,0.01,charlesworth,both
,0,0,TRUE,VSIX,1500,0.01,charlesworth,0.01,charlesworth,both
,0,0,TRUE,YJTJ,2000,0.01,charlesworth,0.01,charlesworth,both
,0,0,TRUE,AQNV,500,0.001,charlesworth,0.01,charlesworth,both
,0,0,TRUE,TWJP,1000,0.001,charlesworth,0.01,charlesworth,both
,0,0,TRUE,NHLJ,1500,0.001,charlesworth,0.01,charlesworth,both
,0,0,TRUE,AGZE,2000,0.001,charlesworth,0.01,charlesworth,both
,0,0,TRUE,NSIT,500,1e-04,charlesworth,0.01,charlesworth,both
,0,0,TRUE,XBSO,1000,1e-04,charlesworth,0.01,charlesworth,both
,0,0,TRUE,FOKQ,1500,1e-04,charlesworth,0.01,charlesworth,both
,0,0,TRUE,XATK,2000,1e-04,charlesworth,0.01,charlesworth,both
,0,0,TRUE,FLTL,500,0,charlesworth,0.01,charlesworth,both
,0,0,TRUE,CKIQ,1000,0,charlesworth,0.01,charlesworth,both
,0,0,TRUE,VDOC,1500,0,charlesworth,0.01,charlesworth,both
,0,0,TRUE,QORC,2000,0,charlesworth,0.01,charlesworth,both
,0,0,TRUE,CPEY,500,0.1,evolving,0.01,charlesworth,both
,0,0,TRUE,JKGM,1000,0.1,evolving,0.01,charlesworth,both
,0,0,TRUE,ETDJ,1500,0.1,evolving,0.01,charlesworth,both
,0,0,TRUE,SEYG,2000,0.1,evolving,0.01,charlesworth,both
,0,0,TRUE,MFAU,500,0.01,evolving,0.01,charlesworth,both
,0,0,TRUE,OYCQ,1000,0.01,evolving,0.01,charlesworth,both
,0,0,TRUE,JRDJ,1500,0.01,evolving,0.01,charlesworth,both
,0,0,TRUE,KOUE,2000,0.01,evolving,0.01,charlesworth,both
,0,0,TRUE,EUZV,500,0.001,evolving,0.01,charlesworth,both
,0,0,TRUE,SGZZ,1000,0.001,evolving,0.01,charlesworth,both
,0,0,TRUE,MOJN,1500,0.001,evolving,0.01,charlesworth,both
,0,0,TRUE,RERY,2000,0.001,evolving,0.01,charlesworth,both
,0,0,TRUE,LZRC,500,1e-04,evolving,0.01,charlesworth,both
,0,0,TRUE,IEWJ,1000,1e-04,evolving,0.01,charlesworth,both
,0,0,TRUE,KMMU,1500,1e-04,evolving,0.01,charlesworth,both
,0,0,TRUE,EBAC,2000,1e-04,evolving,0.01,charlesworth,both
,0,0,TRUE,VYOC,500,0,evolving,0.01,charlesworth,both
,0,0,TRUE,DPBY,1000,0,evolving,0.01,charlesworth,both
,0,0,TRUE,QULZ,1500,0,evolving,0.01,charlesworth,both
,0,0,TRUE,THTJ,2000,0,evolving,0.01,charlesworth,both
,0,0,TRUE,HMTW,500,0.1,fixed,0.001,charlesworth,both
,0,0,TRUE,MFMO,1000,0.1,fixed,0.001,charlesworth,both
,0,0,TRUE,ECDA,1500,0.1,fixed,0.001,charlesworth,both
,0,0,TRUE,GSRJ,2000,0.1,fixed,0.001,charlesworth,both
,0,0,TRUE,GKTG,500,0.01,fixed,0.001,charlesworth,both
,0,0,TRUE,VFJI,1000,0.01,fixed,0.001,charlesworth,both
,0,0,TRUE,KQBH,1500,0.01,fixed,0.001,charlesworth,both
,0,0,TRUE,YYQP,2000,0.01,fixed,0.001,charlesworth,both
,0,0,TRUE,KVUD,500,0.001,fixed,0.001,charlesworth,both
,0,0,TRUE,RYLM,1000,0.001,fixed,0.001,charlesworth,both
,0,0,TRUE,PNZW,1500,0.001,fixed,0.001,charlesworth,both
,0,0,TRUE,VHEB,2000,0.001,fixed,0.001,charlesworth,both
,0,0,TRUE,QBRL,500,1e-04,fixed,0.001,charlesworth,both
,0,0,TRUE,TFTL,1000,1e-04,fixed,0.001,charlesworth,both
,0,0,TRUE,HCYX,1500,1e-04,fixed,0.001,charlesworth,both
,0,0,TRUE,OYYV,2000,1e-04,fixed,0.001,charlesworth,both
,0,0,TRUE,DTKV,500,0,fixed,0.001,charlesworth,both
,0,0,TRUE,VSEQ,1000,0,fixed,0.001,charlesworth,both
,0,0,TRUE,SYIS,1500,0,fixed,0.001,charlesworth,both
,0,0,TRUE,VWMC,2000,0,fixed,0.001,charlesworth,both
,0,0,TRUE,ZFKF,500,0.1,charlesworth,0.001,charlesworth,both
,0,0,TRUE,HUFI,1000,0.1,charlesworth,0.001,charlesworth,both
,0,0,TRUE,MAGF,1500,0.1,charlesworth,0.001,charlesworth,both
,0,0,TRUE,WAQV,2000,0.1,charlesworth,0.001,charlesworth,both
,0,0,TRUE,KKMM,500,0.01,charlesworth,0.001,charlesworth,both
,0,0,TRUE,SSDO,1000,0.01,charlesworth,0.001,charlesworth,both
,0,0,TRUE,IPRA,1500,0.01,charlesworth,0.001,charlesworth,both
,0,0,TRUE,LOUL,2000,0.01,charlesworth,0.001,charlesworth,both
,0,0,TRUE,WYAX,500,0.001,charlesworth,0.001,charlesworth,both
,0,0,TRUE,JAFS,1000,0.001,charlesworth,0.001,charlesworth,both
,0,0,TRUE,RRDO,1500,0.001,charlesworth,0.001,charlesworth,both
,0,0,TRUE,DRRY,2000,0.001,charlesworth,0.001,charlesworth,both
,0,0,TRUE,IKKF,500,1e-04,charlesworth,0.001,charlesworth,both
,0,0,TRUE,BZSW,1000,1e-04,charlesworth,0.001,charlesworth,both
,0,0,TRUE,RBEN,1500,1e-04,charlesworth,0.001,charlesworth,both
,0,0,TRUE,ZKAS,2000,1e-04,charlesworth,0.001,charlesworth,both
,0,0,TRUE,BWMN,500,0,charlesworth,0.001,charlesworth,both
,0,0,TRUE,KMEW,1000,0,charlesworth,0.001,charlesworth,both
,0,0,TRUE,FGLR,1500,0,charlesworth,0.001,charlesworth,both
,0,0,TRUE,DUSR,2000,0,charlesworth,0.001,charlesworth,both
,0,0,TRUE,PTFJ,500,0.1,evolving,0.001,charlesworth,both
,0,0,TRUE,PGHS,1000,0.1,evolving,0.001,charlesworth,both
,0,0,TRUE,WTGY,1500,0.1,evolving,0.001,charlesworth,both
,0,0,TRUE,OIOW,2000,0.1,evolving,0.001,charlesworth,both
,0,0,TRUE,UAXX,500,0.01,evolving,0.001,charlesworth,both
,0,0,TRUE,VUEJ,1000,0.01,evolving,0.001,charlesworth,both
,0,0,TRUE,NYVW,1500,0.01,evolving,0.001,charlesworth,both
,0,0,TRUE,DXYC,2000,0.01,evolving,0.001,charlesworth,both
,0,0,TRUE,FDKE,500,0.001,evolving,0.001,charlesworth,both
,0,0,TRUE,VNKU,1000,0.001,evolving,0.001,charlesworth,both
,0,0,TRUE,CFZM,1500,0.001,evolving,0.001,charlesworth,both
,0,0,TRUE,RGCO,2000,0.001,evolving,0.001,charlesworth,both
,0,0,TRUE,EKXV,500,1e-04,evolving,0.001,charlesworth,both
,0,0,TRUE,WIQF,1000,1e-04,evolving,0.001,charlesworth,both
,0,0,TRUE,BLLM,1500,1e-04,evolving,0.001,charlesworth,both
,0,0,TRUE,DKPC,2000,1e-04,evolving,0.001,charlesworth,both
,0,0,TRUE,ZHOH,500,0,evolving,0.001,charlesworth,both
,0,0,TRUE,PBFJ,1000,0,evolving,0.001,charlesworth,both
,0,0,TRUE,XRSP,1500,0,evolving,0.001,charlesworth,both
,0,0,TRUE,COPF,2000,0,evolving,0.001,charlesworth,both
,0,0,TRUE,XBLM,500,0.1,fixed,1e-04,charlesworth,both
,0,0,TRUE,QJAJ,1000,0.1,fixed,1e-04,charlesworth,both
,0,0,TRUE,KRTE,1500,0.1,fixed,1e-04,charlesworth,both
,0,0,TRUE,THRI,2000,0.1,fixed,1e-04,charlesworth,both
,0,0,TRUE,FUHP,500,0.01,fixed,1e-04,charlesworth,both
,0,0,TRUE,TNHQ,1000,0.01,fixed,1e-04,charlesworth,both
,0,0,TRUE,EPIX,1500,0.01,fixed,1e-04,charlesworth,both
,0,0,TRUE,GENR,2000,0.01,fixed,1e-04,charlesworth,both
,0,0,TRUE,GUCE,500,0.001,fixed,1e-04,charlesworth,both
,0,0,TRUE,WEOT,1000,0.001,fixed,1e-04,charlesworth,both
,0,0,TRUE,SIWA,1500,0.001,fixed,1e-04,charlesworth,both
,0,0,TRUE,IXRF,2000,0.001,fixed,1e-04,charlesworth,both
,0,0,TRUE,EOAT,500,1e-04,fixed,1e-04,charlesworth,both
,0,0,TRUE,WYUR,1000,1e-04,fixed,1e-04,charlesworth,both
,0,0,TRUE,UAVU,1500,1e-04,fixed,1e-04,charlesworth,both
,0,0,TRUE,YJAF,2000,1e-04,fixed,1e-04,charlesworth,both
,0,0,TRUE,VSZC,500,0,fixed,1e-04,charlesworth,both
,0,0,TRUE,OHPR,1000,0,fixed,1e-04,charlesworth,both
,0,0,TRUE,AVZS,1500,0,fixed,1e-04,charlesworth,both
,0,0,TRUE,ZHYU,2000,0,fixed,1e-04,charlesworth,both
,0,0,TRUE,DEFE,500,0.1,charlesworth,1e-04,charlesworth,both
,0,0,TRUE,WESS,1000,0.1,charlesworth,1e-04,charlesworth,both
,0,0,TRUE,RGNW,1500,0.1,charlesworth,1e-04,charlesworth,both
,0,0,TRUE,OOUN,2000,0.1,charlesworth,1e-04,charlesworth,both
,0,0,TRUE,CRDT,500,0.01,charlesworth,1e-04,charlesworth,both
,0,0,TRUE,TMQH,1000,0.01,charlesworth,1e-04,charlesworth,both
,0,0,TRUE,VNAK,1500,0.01,charlesworth,1e-04,charlesworth,both
,0,0,TRUE,LNZF,2000,0.01,charlesworth,1e-04,charlesworth,both
,0,0,TRUE,EMRE,500,0.001,charlesworth,1e-04,charlesworth,both
,0,0,TRUE,CBUR,1000,0.001,charlesworth,1e-04,charlesworth,both
,0,0,TRUE,SGUW,1500,0.001,charlesworth,1e-04,charlesworth,both
,0,0,TRUE,TIGT,2000,0.001,charlesworth,1e-04,charlesworth,both
,0,0,TRUE,LZMK,500,1e-04,charlesworth,1e-04,charlesworth,both
,0,0,TRUE,RYEK,1000,1e-04,charlesworth,1e-04,charlesworth,both
,0,0,TRUE,SKOQ,1500,1e-04,charlesworth,1e-04,charlesworth,both
,0,0,TRUE,JFDP,2000,1e-04,charlesworth,1e-04,charlesworth,both
,0,0,TRUE,UHTW,500,0,charlesworth,1e-04,charlesworth,both
,0,0,TRUE,AGTH,1000,0,charlesworth,1e-04,charlesworth,both
,0,0,TRUE,PWWP,1500,0,charlesworth,1e-04,charlesworth,both
,0,0,TRUE,AYYP,2000,0,charlesworth,1e-04,charlesworth,both
,0,0,TRUE,NZPL,500,0.1,evolving,1e-04,charlesworth,both
,0,0,TRUE,GOAA,1000,0.1,evolving,1e-04,charlesworth,both
,0,0,TRUE,WTEM,1500,0.1,evolving,1e-04,charlesworth,both
,0,0,TRUE,FAGA,2000,0.1,evolving,1e-04,charlesworth,both
,0,0,TRUE,BPGH,500,0.01,evolving,1e-04,charlesworth,both
,0,0,TRUE,EBUH,1000,0.01,evolving,1e-04,charlesworth,both
,0,0,TRUE,KPUR,1500,0.01,evolving,1e-04,charlesworth,both
,0,0,TRUE,NCNA,2000,0.01,evolving,1e-04,charlesworth,both
,0,0,TRUE,USGZ,500,0.001,evolving,1e-04,charlesworth,both
,0,0,TRUE,IEAJ,1000,0.001,evolving,1e-04,charlesworth,both
,0,0,TRUE,YXIP,1500,0.001,evolving,1e-04,charlesworth,both
,0,0,TRUE,ARZC,2000,0.001,evolving,1e-04,charlesworth,both
,0,0,TRUE,PMAP,500,1e-04,evolving,1e-04,charlesworth,both
,0,0,TRUE,JMSL,1000,1e-04,evolving,1e-04,charlesworth,both
,0,0,TRUE,XQOM,1500,1e-04,evolving,1e-04,charlesworth,both
,0,0,TRUE,CLRE,2000,1e-04,evolving,1e-04,charlesworth,both
,0,0,TRUE,IOQT,500,0,evolving,1e-04,charlesworth,both
,0,0,TRUE,QVCV,1000,0,evolving,1e-04,charlesworth,both
,0,0,TRUE,FFHE,1500,0,evolving,1e-04,charlesworth,both
,0,0,TRUE,DGAJ,2000,0,evolving,1e-04,charlesworth,both
,0,0,TRUE,SATQ,500,0.1,fixed,0,charlesworth,both
,0,0,TRUE,UDET,1000,0.1,fixed,0,charlesworth,both
,0,0,TRUE,WSWX,1500,0.1,fixed,0,charlesworth,both
,0,0,TRUE,OLOB,2000,0.1,fixed,0,charlesworth,both
,0,0,TRUE,PLVE,500,0.01,fixed,0,charlesworth,both
,0,0,TRUE,XPID,1000,0.01,fixed,0,charlesworth,both
,0,0,TRUE,KWHM,1500,0.01,fixed,0,charlesworth,both
,0,0,TRUE,VVJE,2000,0.01,fixed,0,charlesworth,both
,0,0,TRUE,RZGS,500,0.001,fixed,0,charlesworth,both
,0,0,TRUE,YTHX,1000,0.001,fixed,0,charlesworth,both
,0,0,TRUE,ICKJ,1500,0.001,fixed,0,charlesworth,both
,0,0,TRUE,KERK,2000,0.001,fixed,0,charlesworth,both
,0,0,TRUE,QIXM,500,1e-04,fixed,0,charlesworth,both
,0,0,TRUE,CVRT,1000,1e-04,fixed,0,charlesworth,both
,0,0,TRUE,NWFZ,1500,1e-04,fixed,0,charlesworth,both
,0,0,TRUE,MZEB,2000,1e-04,fixed,0,charlesworth,both
,0,0,TRUE,GHXC,500,0,fixed,0,charlesworth,both
,0,0,TRUE,GNRM,1000,0,fixed,0,charlesworth,both
,0,0,TRUE,FLQR,1500,0,fixed,0,charlesworth,both
,0,0,TRUE,XRHS,2000,0,fixed,0,charlesworth,both
,0,0,TRUE,BSJZ,500,0.1,charlesworth,0,charlesworth,both
,0,0,TRUE,JKYJ,1000,0.1,charlesworth,0,charlesworth,both
,0,0,TRUE,ILEK,1500,0.1,charlesworth,0,charlesworth,both
,0,0,TRUE,HHZT,2000,0.1,charlesworth,0,charlesworth,both
,0,0,TRUE,XJHJ,500,0.01,charlesworth,0,charlesworth,both
,0,0,TRUE,EGHM,1000,0.01,charlesworth,0,charlesworth,both
,0,0,TRUE,PPUH,1500,0.01,charlesworth,0,charlesworth,both
,0,0,TRUE,DTVA,2000,0.01,charlesworth,0,charlesworth,both
,0,0,TRUE,WRZQ,500,0.001,charlesworth,0,charlesworth,both
,0,0,TRUE,TGCY,1000,0.001,charlesworth,0,charlesworth,both
,0,0,TRUE,UJRO,1500,0.001,charlesworth,0,charlesworth,both
,0,0,TRUE,SENP,2000,0.001,charlesworth,0,charlesworth,both
,0,0,TRUE,BEVR,500,1e-04,charlesworth,0,charlesworth,both
,0,0,TRUE,TJSG,1000,1e-04,charlesworth,0,charlesworth,both
,0,0,TRUE,AIXV,1500,1e-04,charlesworth,0,charlesworth,both
,0,0,TRUE,UYFM,2000,1e-04,charlesworth,0,charlesworth,both
,0,0,TRUE,NXDW,500,0,charlesworth,0,charlesworth,both
,0,0,TRUE,ZLOG,1000,0,charlesworth,0,charlesworth,both
,0,0,TRUE,TCWF,1500,0,charlesworth,0,charlesworth,both
,0,0,TRUE,OMYA,2000,0,charlesworth,0,charlesworth,both
,0,0,TRUE,ZTBZ,500,0.1,evolving,0,charlesworth,both
,0,0,TRUE,UXCI,1000,0.1,evolving,0,charlesworth,both
,0,0,TRUE,CCRE,1500,0.1,evolving,0,charlesworth,both
,0,0,TRUE,GLFA,2000,0.1,evolving,0,charlesworth,both
,0,0,TRUE,OZAY,500,0.01,evolving,0,charlesworth,both
,0,0,TRUE,PEEJ,1000,0.01,evolving,0,charlesworth,both
,0,0,TRUE,XNBK,1500,0.01,evolving,0,charlesworth,both
,0,0,TRUE,MMCE,2000,0.01,evolving,0,charlesworth,both
,0,0,TRUE,FLSD,500,0.001,evolving,0,charlesworth,both
,0,0,TRUE,QSGQ,1000,0.001,evolving,0,charlesworth,both
,0,0,TRUE,SKAB,1500,0.001,evolving,0,charlesworth,both
,0,0,TRUE,JXIX,2000,0.001,evolving,0,charlesworth,both
,0,0,TRUE,TKTV,500,1e-04,evolving,0,charlesworth,both
,0,0,TRUE,MCRW,1000,1e-04,evolving,0,charlesworth,both
,0,0,TRUE,SBOJ,1500,1e-04,evolving,0,charlesworth,both
,0,0,TRUE,LKDN,2000,1e-04,evolving,0,charlesworth,both
,0,0,TRUE,IZXU,500,0,evolving,0,charlesworth,both
,0,0,TRUE,PGYO,1000,0,evolving,0,charlesworth,both
,0,0,TRUE,GMLR,1500,0,evolving,0,charlesworth,both
,0,0,TRUE,MUCM,2000,0,evolving,0,charlesworth,both
,0,0,TRUE,PNHE,500,0.1,fixed,0.1,evolving,both
,0,0,TRUE,TYBK,1000,0.1,fixed,0.1,evolving,both
,0,0,TRUE,ODUY,1500,0.1,fixed,0.1,evolving,both
,0,0,TRUE,WPWO,2000,0.1,fixed,0.1,evolving,both
,0,0,TRUE,QPJC,500,0.01,fixed,0.1,evolving,both
,0,0,TRUE,TLWU,1000,0.01,fixed,0.1,evolving,both
,0,0,TRUE,FGLX,1500,0.01,fixed,0.1,evolving,both
,0,0,TRUE,JRAM,2000,0.01,fixed,0.1,evolving,both
,0,0,TRUE,SOPT,500,0.001,fixed,0.1,evolving,both
,0,0,TRUE,KIKN,1000,0.001,fixed,0.1,evolving,both
,0,0,TRUE,NSWT,1500,0.001,fixed,0.1,evolving,both
,0,0,TRUE,EKGP,2000,0.001,fixed,0.1,evolving,both
,0,0,TRUE,EPUJ,500,1e-04,fixed,0.1,evolving,both
,0,0,TRUE,ICFD,1000,1e-04,fixed,0.1,evolving,both
,0,0,TRUE,VICZ,1500,1e-04,fixed,0.1,evolving,both
,0,0,TRUE,QQWO,2000,1e-04,fixed,0.1,evolving,both
,0,0,TRUE,IREY,500,0,fixed,0.1,evolving,both
,0,0,TRUE,KHAL,1000,0,fixed,0.1,evolving,both
,0,0,TRUE,VJIL,1500,0,fixed,0.1,evolving,both
,0,0,TRUE,TXUP,2000,0,fixed,0.1,evolving,both
,0,0,TRUE,JMAP,500,0.1,charlesworth,0.1,evolving,both
,0,0,TRUE,RURQ,1000,0.1,charlesworth,0.1,evolving,both
,0,0,TRUE,IIKW,1500,0.1,charlesworth,0.1,evolving,both
,0,0,TRUE,HDHY,2000,0.1,charlesworth,0.1,evolving,both
,0,0,TRUE,LCWW,500,0.01,charlesworth,0.1,evolving,both
,0,0,TRUE,LBJW,1000,0.01,charlesworth,0.1,evolving,both
,0,0,TRUE,OEKB,1500,0.01,charlesworth,0.1,evolving,both
,0,0,TRUE,AELA,2000,0.01,charlesworth,0.1,evolving,both
,0,0,TRUE,FLSH,500,0.001,charlesworth,0.1,evolving,both
,0,0,TRUE,NPCU,1000,0.001,charlesworth,0.1,evolving,both
,0,0,TRUE,SBOU,1500,0.001,charlesworth,0.1,evolving,both
,0,0,TRUE,ISGU,2000,0.001,charlesworth,0.1,evolving,both
,0,0,TRUE,AKIU,500,1e-04,charlesworth,0.1,evolving,both
,0,0,TRUE,WDAR,1000,1e-04,charlesworth,0.1,evolving,both
,0,0,TRUE,NUYV,1500,1e-04,charlesworth,0.1,evolving,both
,0,0,TRUE,INVE,2000,1e-04,charlesworth,0.1,evolving,both
,0,0,TRUE,SDDO,500,0,charlesworth,0.1,evolving,both
,0,0,TRUE,OLXL,1000,0,charlesworth,0.1,evolving,both
,0,0,TRUE,SIXH,1500,0,charlesworth,0.1,evolving,both
,0,0,TRUE,YRTK,2000,0,charlesworth,0.1,evolving,both
,0,0,TRUE,LQIY,500,0.1,evolving,0.1,evolving,both
,0,0,TRUE,SELE,1000,0.1,evolving,0.1,evolving,both
,0,0,TRUE,NHHV,1500,0.1,evolving,0.1,evolving,both
,0,0,TRUE,FVDQ,2000,0.1,evolving,0.1,evolving,both
,0,0,TRUE,HNXN,500,0.01,evolving,0.1,evolving,both
,0,0,TRUE,XTYO,1000,0.01,evolving,0.1,evolving,both
,0,0,TRUE,IARC,1500,0.01,evolving,0.1,evolving,both
,0,0,TRUE,VKVG,2000,0.01,evolving,0.1,evolving,both
,0,0,TRUE,NAUF,500,0.001,evolving,0.1,evolving,both
,0,0,TRUE,NNHP,1000,0.001,evolving,0.1,evolving,both
,0,0,TRUE,SSNB,1500,0.001,evolving,0.1,evolving,both
,0,0,TRUE,HBTP,2000,0.001,evolving,0.1,evolving,both
,0,0,TRUE,HBPE,500,1e-04,evolving,0.1,evolving,both
,0,0,TRUE,YNXX,1000,1e-04,evolving,0.1,evolving,both
,0,0,TRUE,MUPU,1500,1e-04,evolving,0.1,evolving,both
,0,0,TRUE,BTWC,2000,1e-04,evolving,0.1,evolving,both
,0,0,TRUE,TWFL,500,0,evolving,0.1,evolving,both
,0,0,TRUE,XRSI,1000,0,evolving,0.1,evolving,both
,0,0,TRUE,MHOQ,1500,0,evolving,0.1,evolving,both
,0,0,TRUE,EIKG,2000,0,evolving,0.1,evolving,both
,0,0,TRUE,YITQ,500,0.1,fixed,0.01,evolving,both
,0,0,TRUE,CNMQ,1000,0.1,fixed,0.01,evolving,both
,0,0,TRUE,ZUAL,1500,0.1,fixed,0.01,evolving,both
,0,0,TRUE,OUFW,2000,0.1,fixed,0.01,evolving,both
,0,0,TRUE,QTSF,500,0.01,fixed,0.01,evolving,both
,0,0,TRUE,RDGJ,1000,0.01,fixed,0.01,evolving,both
,0,0,TRUE,YKLF,1500,0.01,fixed,0.01,evolving,both
,0,0,TRUE,IWFI,2000,0.01,fixed,0.01,evolving,both
,0,0,TRUE,WGPS,500,0.001,fixed,0.01,evolving,both
,0,0,TRUE,PTVJ,1000,0.001,fixed,0.01,evolving,both
,0,0,TRUE,DGMM,1500,0.001,fixed,0.01,evolving,both
,0,0,TRUE,EXYX,2000,0.001,fixed,0.01,evolving,both
,0,0,TRUE,ZKFC,500,1e-04,fixed,0.01,evolving,both
,0,0,TRUE,LDMY,1000,1e-04,fixed,0.01,evolving,both
,0,0,TRUE,TFVT,1500,1e-04,fixed,0.01,evolving,both
,0,0,TRUE,CZKN,2000,1e-04,fixed,0.01,evolving,both
,0,0,TRUE,TGUB,500,0,fixed,0.01,evolving,both
,0,0,TRUE,KLIY,1000,0,fixed,0.01,evolving,both
,0,0,TRUE,KEKP,1500,0,fixed,0.01,evolving,both
,0,0,TRUE,ZZDV,2000,0,fixed,0.01,evolving,both
,0,0,TRUE,NVET,500,0.1,charlesworth,0.01,evolving,both
,0,0,TRUE,PJSU,1000,0.1,charlesworth,0.01,evolving,both
,0,0,TRUE,HJMV,1500,0.1,charlesworth,0.01,evolving,both
,0,0,TRUE,PAGB,2000,0.1,charlesworth,0.01,evolving,both
,0,0,TRUE,TLVO,500,0.01,charlesworth,0.01,evolving,both
,0,0,TRUE,SAFS,1000,0.01,charlesworth,0.01,evolving,both
,0,0,TRUE,QYFK,1500,0.01,charlesworth,0.01,evolving,both
,0,0,TRUE,UNOF,2000,0.01,charlesworth,0.01,evolving,both
,0,0,TRUE,MBDU,500,0.001,charlesworth,0.01,evolving,both
,0,0,TRUE,RHJD,1000,0.001,charlesworth,0.01,evolving,both
,0,0,TRUE,DIMY,1500,0.001,charlesworth,0.01,evolving,both
,0,0,TRUE,PCFH,2000,0.001,charlesworth,0.01,evolving,both
,0,0,TRUE,VEMO,500,1e-04,charlesworth,0.01,evolving,both
,0,0,TRUE,XNGU,1000,1e-04,charlesworth,0.01,evolving,both
,0,0,TRUE,PUUP,1500,1e-04,charlesworth,0.01,evolving,both
,0,0,TRUE,SZVG,2000,1e-04,charlesworth,0.01,evolving,both
,0,0,TRUE,EIAR,500,0,charlesworth,0.01,evolving,both
,0,0,TRUE,ZCGK,1000,0,charlesworth,0.01,evolving,both
,0,0,TRUE,WQHV,1500,0,charlesworth,0.01,evolving,both
,0,0,TRUE,HAQE,2000,0,charlesworth,0.01,evolving,both
,0,0,TRUE,ZJJD,500,0.1,evolving,0.01,evolving,both
,0,0,TRUE,PTAZ,1000,0.1,evolving,0.01,evolving,both
,0,0,TRUE,BLPN,1500,0.1,evolving,0.01,evolving,both
,0,0,TRUE,CNBE,2000,0.1,evolving,0.01,evolving,both
,0,0,TRUE,CVMO,500,0.01,evolving,0.01,evolving,both
,0,0,TRUE,TIVQ,1000,0.01,evolving,0.01,evolving,both
,0,0,TRUE,MLND,1500,0.01,evolving,0.01,evolving,both
,0,0,TRUE,AZPH,2000,0.01,evolving,0.01,evolving,both
,0,0,TRUE,JFOR,500,0.001,evolving,0.01,evolving,both
,0,0,TRUE,QOVH,1000,0.001,evolving,0.01,evolving,both
,0,0,TRUE,VCLP,1500,0.001,evolving,0.01,evolving,both
,0,0,TRUE,NQPH,2000,0.001,evolving,0.01,evolving,both
,0,0,TRUE,HFQD,500,1e-04,evolving,0.01,evolving,both
,0,0,TRUE,YKZP,1000,1e-04,evolving,0.01,evolving,both
,0,0,TRUE,NKJN,1500,1e-04,evolving,0.01,evolving,both
,0,0,TRUE,KNJH,2000,1e-04,evolving,0.01,evolving,both
,0,0,TRUE,DRMP,500,0,evolving,0.01,evolving,both
,0,0,TRUE,WJHX,1000,0,evolving,0.01,evolving,both
,0,0,TRUE,VWBF,1500,0,evolving,0.01,evolving,both
,0,0,TRUE,BLKJ,2000,0,evolving,0.01,evolving,both
,0,0,TRUE,NCJK,500,0.1,fixed,0.001,evolving,both
,0,0,TRUE,WUSO,1000,0.1,fixed,0.001,evolving,both
,0,0,TRUE,WWCB,1500,0.1,fixed,0.001,evolving,both
,0,0,TRUE,RWQI,2000,0.1,fixed,0.001,evolving,both
,0,0,TRUE,YSYU,500,0.01,fixed,0.001,evolving,both
,0,0,TRUE,HQTI,1000,0.01,fixed,0.001,evolving,both
,0,0,TRUE,EZII,1500,0.01,fixed,0.001,evolving,both
,0,0,TRUE,KSUT,2000,0.01,fixed,0.001,evolving,both
,0,0,TRUE,YEPW,500,0.001,fixed,0.001,evolving,both
,0,0,TRUE,IBVT,1000,0.001,fixed,0.001,evolving,both
,0,0,TRUE,FCQN,1500,0.001,fixed,0.001,evolving,both
,0,0,TRUE,IJNW,2000,0.001,fixed,0.001,evolving,both
,0,0,TRUE,FNVJ,500,1e-04,fixed,0.001,evolving,both
,0,0,TRUE,IHUJ,1000,1e-04,fixed,0.001,evolving,both
,0,0,TRUE,IAHW,1500,1e-04,fixed,0.001,evolving,both
,0,0,TRUE,KSAQ,2000,1e-04,fixed,0.001,evolving,both
,0,0,TRUE,DZNS,500,0,fixed,0.001,evolving,both
,0,0,TRUE,IKAP,1000,0,fixed,0.001,evolving,both
,0,0,TRUE,PRJL,1500,0,fixed,0.001,evolving,both
,0,0,TRUE,CXVK,2000,0,fixed,0.001,evolving,both
,0,0,TRUE,FGGI,500,0.1,charlesworth,0.001,evolving,both
,0,0,TRUE,KHBB,1000,0.1,charlesworth,0.001,evolving,both
,0,0,TRUE,YLAT,1500,0.1,charlesworth,0.001,evolving,both
,0,0,TRUE,FAAO,2000,0.1,charlesworth,0.001,evolving,both
,0,0,TRUE,BHGM,500,0.01,charlesworth,0.001,evolving,both
,0,0,TRUE,GRGS,1000,0.01,charlesworth,0.001,evolving,both
,0,0,TRUE,SCIB,1500,0.01,charlesworth,0.001,evolving,both
,0,0,TRUE,WPLB,2000,0.01,charlesworth,0.001,evolving,both
,0,0,TRUE,IUTP,500,0.001,charlesworth,0.001,evolving,both
,0,0,TRUE,PXHS,1000,0.001,charlesworth,0.001,evolving,both
,0,0,TRUE,LTHU,1500,0.001,charlesworth,0.001,evolving,both
,0,0,TRUE,AHHQ,2000,0.001,charlesworth,0.001,evolving,both
,0,0,TRUE,SKMX,500,1e-04,charlesworth,0.001,evolving,both
